candidate_id,model_suggestion,suggested_intent_id,suggested_intent_name,primary_goal,routing_expectation,escalation_reason,response_requirements,ambiguity,ood,taxonomy_verdict,taxonomy_notes,entities,needs_second_opinion,confidence,decision_summary,why,alternatives,human_check,generated_at,status
GC-097,resolution_pending,resolution_pending,"Awaiting resolution outcome / case progress (investigation, complaint, case)","DRAFT (verify): Awaiting resolution outcome / case progress (investigation, complaint, case) — customer wrote: '@AmazonHelp How long does it take for a rep to email me back? I sent an email Friday AM about a package never received, but still no response.'",escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from resolution_pending; margin=0.005, sim=0.613. Human must confirm/correct. Cluster=noise. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests resolution_pending; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp How long does it take for a rep to email me back? I sent an email Friday AM about a package never received, but still no response.'. Model suggestion resolution_pending (sim=0.613, margin=0.005) is NOT ground truth. Cluster family=noise sampling=noise_diverse. Priors considered (1): '@AmazonHelp Actually, I figured out what happened thanks to the photo uploaded by delivery person. Wrong apartment. Than'. Historical reply treated as evidence only, not the answer.","cs_team_no_response (sim=0.609, Team not responding / still no reply after contacting support); refund_request (sim=0.597, Refund / compensation request and refund status); delivery_tracking (sim=0.505, Package / parcel whereabouts (tracking says X but status unclear))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent resolution_pending; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.614209+00:00,model_recommendation
GC-098,delivery_tracking,delivery_tracking,Package / parcel whereabouts (tracking says X but status unclear),DRAFT (verify): Package / parcel whereabouts (tracking says X but status unclear) — customer wrote: '@AmazonHelp 6:27 pm yesterday (24/11/17) it said out for delivery. That was the last I've heard.',escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from delivery_tracking; margin=0.04, sim=0.806. Human must confirm/correct. Cluster=delivery_tracking. ",0,no,MEDIUM,Model-draft suggests delivery_tracking; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp 6:27 pm yesterday (24/11/17) it said out for delivery. That was the last I've heard.'. Model suggestion delivery_tracking (sim=0.806, margin=0.04) is NOT ground truth. Cluster family=delivery_tracking sampling=rare_cluster. Priors considered (1): '@AmazonHelp I don't know as they are presents. I also was meant to have another few packages delivered yesterday, as I c'. Historical reply treated as evidence only, not the answer.","delivery_delay (sim=0.766, Delivery failing around Diwali / festivals (India)); delivery_date_change (sim=0.721, Delivery date changed repeatedly); shipping_speed (sim=0.668, Paid-for / Prime delivery speed not honoured (one/two-day/same-day))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent delivery_tracking; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.614605+00:00,model_recommendation
GC-099,negative_frustration,negative_frustration,Frustration / anger with little or no actionable request,"DRAFT (verify): Frustration / anger with little or no actionable request — customer wrote: '@AmazonHelp There is a flaw in your website. On countries settings , it shows "" India"". When i click change button, it shows Unites states by default.'",escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from negative_frustration; margin=0.15, sim=0.522. Human must confirm/correct. Cluster=negative_frustration. ",0,no,HIGH,Model-draft suggests negative_frustration; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp There is a flaw in your website. On countries settings , it shows "" India"". When i click change button, it shows Unites states by default.'. Model suggestion negative_frustration (sim=0.522, margin=0.15) is NOT ground truth. Cluster family=negative_frustration sampling=rare_cluster. Priors considered (1): '@AmazonHelp I am unable to fix the problem on my own. Kindly help.'. Historical reply treated as evidence only, not the answer.","region_mismatch (sim=0.372, Region / marketplace mismatch (UK / US / DE link or availability)); link_issue (sim=0.349, Ticket / contact form limitations (closed, no reply option)); misdelivery (sim=0.322, Delivered to wrong address / wrong neighbour / permanently wrong address on file)","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent negative_frustration; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.614995+00:00,model_recommendation
GC-100,delivery_tracking,delivery_tracking,Package / parcel whereabouts (tracking says X but status unclear),"DRAFT (verify): Package / parcel whereabouts (tracking says X but status unclear) — customer wrote: '@AmazonHelp Oct 27-29, but the package has been in San Antonio since noon, this is dumb as hell y'all'",escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from delivery_tracking; margin=0.105, sim=0.74. Human must confirm/correct. Cluster=delivery_tracking. ",0,no,HIGH,Model-draft suggests delivery_tracking; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Oct 27-29, but the package has been in San Antonio since noon, this is dumb as hell y'all'. Model suggestion delivery_tracking (sim=0.74, margin=0.105) is NOT ground truth. Cluster family=delivery_tracking sampling=common_confident. Priors considered (2): '@AmazonHelp Tbh the lack of notifications about the delay is my main bother, I would have had zero idea if I hadn't look'. Historical reply treated as evidence only, not the answer.","delivery_delay (sim=0.635, Delivery failing around Diwali / festivals (India)); preorder (sim=0.61, Pre-order release date issues (games, consoles, media)); delivery_date_change (sim=0.608, Delivery date changed repeatedly)","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent delivery_tracking; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.615398+00:00,model_recommendation
GC-101,ack_thanks,ack_thanks,Conversation closure: thank you / acknowledgement,DRAFT (verify): Conversation closure: thank you / acknowledgement — customer wrote: '@AmazonHelp Thank you',escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,true,false,fits,"Model-draft from ack_thanks; margin=0.0, sim=1.0. Human must confirm/correct. Cluster=ack_thanks. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests ack_thanks; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Thank you'. Model suggestion ack_thanks (sim=1.0, margin=0.0) is NOT ground truth. Cluster family=ack_thanks sampling=contextual_turn. Priors considered (2): '@AmazonHelp Sent. Please do not play with us. I am bound to say all this because you made us to all this.'. Historical reply treated as evidence only, not the answer.","ack_willdo (sim=0.802, Conversation closure: commitment to follow the suggested action); ack_done (sim=0.657, Conversation closure: reports the requested action is done); empathy_farewell (sim=0.617, Conversation closure: empathy / politeness formula (that's sad, have a nice day))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent ack_thanks; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.615775+00:00,model_recommendation
GC-102,status_update_request,status_update_request,Asking support to check / verify current status,DRAFT (verify): Asking support to check / verify current status — customer wrote: '@AmazonHelp I know what and when t check. You don't have reason for cancellation of COD. More over u asked t book it for third time',clarify,,Ask one safe clarifying question; must not request order IDs/payment/phone publicly; offer private handoff if needed.,false,false,fits,"Model-draft from status_update_request; margin=0.047, sim=0.547. Human must confirm/correct. Cluster=status_update_request. ",0,yes,MEDIUM,Model-draft suggests status_update_request; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp I know what and when t check. You don't have reason for cancellation of COD. More over u asked t book it for third time'. Model suggestion status_update_request (sim=0.547, margin=0.047) is NOT ground truth. Cluster family=status_update_request sampling=merge_MG-09. Priors considered (2): '@AmazonHelp You cheaters that is already filled. What more u need further'. Historical reply treated as evidence only, not the answer.","stock_availability (sim=0.5, Stock / CODPIN / pincode availability; item out of stock); cancel_order (sim=0.457, Cancel an order / re-order); promo_code (sim=0.456, Promo or verification code not received / redemption failure)","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent status_update_request; confirm routing clarify; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.616167+00:00,model_recommendation
GC-103,cs_team_no_response,cs_team_no_response,Team not responding / still no reply after contacting support,DRAFT (verify): Team not responding / still no reply after contacting support — customer wrote: '@AmazonHelp Email option not available',escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from cs_team_no_response; margin=0.0, sim=0.75. Human must confirm/correct. Cluster=cs_team_no_response. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests cs_team_no_response; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Email option not available'. Model suggestion cs_team_no_response (sim=0.75, margin=0.0) is NOT ground truth. Cluster family=cs_team_no_response sampling=common_boundary. Priors considered (2): '@AmazonHelp Do you have an email address? I'm having no luck calling. Terrible customer service'. Historical reply treated as evidence only, not the answer.","detail_provided (sim=0.75, Already provided the requested details (DM / form / email / screenshots)); phish_email (sim=0.584, Suspicious / phishing email: asking whether it is genuine); verify_fax (sim=0.569, Blocked by verification requirements (fax / postal validation))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent cs_team_no_response; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.616539+00:00,model_recommendation
GC-104,ack_willdo,ack_willdo,Conversation closure: commitment to follow the suggested action,DRAFT (verify): Conversation closure: commitment to follow the suggested action — customer wrote: '@AmazonHelp Thanks. Will do!',auto_ok,,Brief acknowledgement only; no order/account action; must not request private details publicly.,false,false,fits,"Model-draft from ack_willdo; margin=0.067, sim=0.97. Human must confirm/correct. Cluster=ack_willdo. ",0,no,HIGH,Model-draft suggests ack_willdo; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Thanks. Will do!'. Model suggestion ack_willdo (sim=0.97, margin=0.067) is NOT ground truth. Cluster family=ack_willdo sampling=short_message. Priors considered (1): '@AmazonHelp Only part of the screen updates https://t.co/9HseDS2fYA'. Historical reply treated as evidence only, not the answer.","ack_thanks (sim=0.796, Conversation closure: thank you / acknowledgement); ack_done (sim=0.637, Conversation closure: reports the requested action is done); empathy_farewell (sim=0.619, Conversation closure: empathy / politeness formula (that's sad, have a nice day))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent ack_willdo; confirm routing auto_ok; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.616911+00:00,model_recommendation
GC-105,complaint_service_quality,complaint_service_quality,Regional (ES/FR) delivery & support quality complaints,DRAFT (verify): Regional (ES/FR) delivery & support quality complaints — customer wrote: '@AmazonHelp Só estou pedindo um pouco mais atenção para com os clientes. Esta situação é frustrante e vocês devem cobrar isso da transportadora.',escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from complaint_service_quality; margin=0.11, sim=0.693. Human must confirm/correct. Cluster=noise. ",0,no,HIGH,Model-draft suggests complaint_service_quality; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Só estou pedindo um pouco mais atenção para com os clientes. Esta situação é frustrante e vocês devem cobrar isso da transportadora.'. Model suggestion complaint_service_quality (sim=0.693, margin=0.11) is NOT ground truth. Cluster family=noise sampling=multilingual. Priors considered (1): '@AmazonHelp A data de entrega estimada é 06/11? É. Mas vamos combinar que isso não tem cabimento? https://t.co/7C7Syd8fq'. Historical reply treated as evidence only, not the answer.","seller_issue (sim=0.583, Third-party seller fulfilment / feedback / communication issues); delivery_driver (sim=0.582, Delivery driver behaviour complaint (threw package / did not knock / lied / no contact)); price_change (sim=0.536, Price changed vs listing / sale price discrepancy)","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent complaint_service_quality; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.617299+00:00,model_recommendation
GC-106,gift_delivery,gift_delivery,Gift delivery around Christmas (DE/FR comments on timing/damage),DRAFT (verify): Gift delivery around Christmas (DE/FR comments on timing/damage) — customer wrote: '@AmazonHelp No. U guys are not understanding my problem. It was gift for someone which supposed to be gifted on 27th. Poor Third class service',escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from gift_delivery; margin=0.003, sim=0.617. Human must confirm/correct. Cluster=gift_delivery. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests gift_delivery; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp No. U guys are not understanding my problem. It was gift for someone which supposed to be gifted on 27th. Poor Third class service'. Model suggestion gift_delivery (sim=0.617, margin=0.003) is NOT ground truth. Cluster family=gift_delivery sampling=split_c143. Priors considered (2): '@AmazonHelp No need for ur help..Will cancel my order with worst service experience in next half hour'. Historical reply treated as evidence only, not the answer.","gift_card (sim=0.614, Gift card balance / redemption / locked card); shipping_speed (sim=0.481, Paid-for / Prime delivery speed not honoured (one/two-day/same-day)); payment_method (sim=0.442, Payment method declined / card payment failures)","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent gift_delivery; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.617683+00:00,model_recommendation
GC-107,delivery_driver,delivery_driver,Delivery driver behaviour complaint (threw package / did not knock / lied / no contact),DRAFT (verify): Delivery driver behaviour complaint (threw package / did not knock / lied / no contact) — customer wrote: '@AmazonHelp Your delivery boy not answering my call.',escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from delivery_driver; margin=0.11, sim=0.641. Human must confirm/correct. Cluster=delivery_driver. ",0,no,HIGH,Model-draft suggests delivery_driver; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Your delivery boy not answering my call.'. Model suggestion delivery_driver (sim=0.641, margin=0.11) is NOT ground truth. Cluster family=delivery_driver sampling=common_confident. No prior in-corpus customer turns. Historical reply treated as evidence only, not the answer.","cs_team_no_response (sim=0.531, Team not responding / still no reply after contacting support); contact_phone_issue (sim=0.485, Phone / IVR / callback channel not working); carrier_unreachable (sim=0.462, Carrier not reachable / no tracking number returned)","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent delivery_driver; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.618071+00:00,model_recommendation
GC-108,ack_thanks,ack_thanks,Conversation closure: thank you / acknowledgement,DRAFT (verify): Conversation closure: thank you / acknowledgement — customer wrote: '@AmazonHelp Gracias! 🙏🏻',escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,true,false,fits,"Model-draft from ack_thanks; margin=0.003, sim=0.956. Human must confirm/correct. Cluster=ack_thanks. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests ack_thanks; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Gracias! 🙏🏻'. Model suggestion ack_thanks (sim=0.956, margin=0.003) is NOT ground truth. Cluster family=ack_thanks sampling=common_confident. No prior in-corpus customer turns. Historical reply treated as evidence only, not the answer.","ack_willdo (sim=0.84, Conversation closure: commitment to follow the suggested action); empathy_farewell (sim=0.743, Conversation closure: empathy / politeness formula (that's sad, have a nice day)); off_topic_chat (sim=0.741, Social / @-mention chatter (ambiguous, multilingual))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent ack_thanks; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.618496+00:00,model_recommendation
GC-109,ack_thanks,ack_thanks,Conversation closure: thank you / acknowledgement,DRAFT (verify): Conversation closure: thank you / acknowledgement — customer wrote: '@AmazonHelp Thank you',escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,true,false,fits,"Model-draft from ack_thanks; margin=0.0, sim=1.0. Human must confirm/correct. Cluster=ack_thanks. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests ack_thanks; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Thank you'. Model suggestion ack_thanks (sim=1.0, margin=0.0) is NOT ground truth. Cluster family=ack_thanks sampling=low_probability_boundary. No prior in-corpus customer turns. Historical reply treated as evidence only, not the answer.","ack_willdo (sim=0.802, Conversation closure: commitment to follow the suggested action); ack_done (sim=0.657, Conversation closure: reports the requested action is done); empathy_farewell (sim=0.617, Conversation closure: empathy / politeness formula (that's sad, have a nice day))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent ack_thanks; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.619036+00:00,model_recommendation
GC-110,complaint_service_quality,complaint_service_quality,Regional (ES/FR) delivery & support quality complaints,"DRAFT (verify): Regional (ES/FR) delivery & support quality complaints — customer wrote: '@AmazonHelp Commande #404-5388972-2885139 réclamation faite, premium résilié, une cliente de perdue qui ne vous recommandera plus'",escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from complaint_service_quality; margin=0.0, sim=0.647. Human must confirm/correct. Cluster=order_status. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests complaint_service_quality; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Commande #404-5388972-2885139 réclamation faite, premium résilié, une cliente de perdue qui ne vous recommandera plus'. Model suggestion complaint_service_quality (sim=0.647, margin=0.0) is NOT ground truth. Cluster family=order_status sampling=common_boundary. Priors considered (2): '@AmazonHelp Oui sauf qu'il se reproduit et que je n'ai pas l'article commandé'. Historical reply treated as evidence only, not the answer.","order_status (sim=0.647, Order status / where is my order (order number supplied)); off_topic_chat (sim=0.607, Social / @-mention chatter (ambiguous, multilingual)); delivery_driver (sim=0.574, Delivery driver behaviour complaint (threw package / did not knock / lied / no contact))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent complaint_service_quality; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.619658+00:00,model_recommendation
GC-111,ack_thanks,ack_thanks,Conversation closure: thank you / acknowledgement,DRAFT (verify): Conversation closure: thank you / acknowledgement — customer wrote: '@AmazonHelp Thank you',escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,true,false,fits,"Model-draft from ack_thanks; margin=0.0, sim=1.0. Human must confirm/correct. Cluster=ack_thanks. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests ack_thanks; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Thank you'. Model suggestion ack_thanks (sim=1.0, margin=0.0) is NOT ground truth. Cluster family=ack_thanks sampling=common_boundary. Priors considered (2): '@AmazonHelp Says 6 months for price of 3 and I never got my code emailed to me'. Historical reply treated as evidence only, not the answer.","ack_willdo (sim=0.802, Conversation closure: commitment to follow the suggested action); ack_done (sim=0.657, Conversation closure: reports the requested action is done); empathy_farewell (sim=0.617, Conversation closure: empathy / politeness formula (that's sad, have a nice day))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent ack_thanks; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.620246+00:00,model_recommendation
GC-112,prime_video,prime_video,Prime Video: streaming / catalogue / subtitles / regional availability,"DRAFT (verify): Prime Video: streaming / catalogue / subtitles / regional availability — customer wrote: '@AmazonHelp As a Jets fan, this was the only Thursday night game I really wanted to watch. Thanks for nothing!'",escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from prime_video; margin=0.02, sim=0.48. Human must confirm/correct. Cluster=noise. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests prime_video; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp As a Jets fan, this was the only Thursday night game I really wanted to watch. Thanks for nothing!'. Model suggestion prime_video (sim=0.48, margin=0.02) is NOT ground truth. Cluster family=noise sampling=noise_diverse. No prior in-corpus customer turns. Historical reply treated as evidence only, not the answer.","empathy_farewell (sim=0.46, Conversation closure: empathy / politeness formula (that's sad, have a nice day)); product_defect (sim=0.418, Defective / broken / failing product (incl. warranty)); preorder (sim=0.41, Pre-order release date issues (games, consoles, media))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent prime_video; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.620821+00:00,model_recommendation
GC-113,ack_thanks,ack_thanks,Conversation closure: thank you / acknowledgement,"DRAFT (verify): Conversation closure: thank you / acknowledgement — customer wrote: '@AmazonHelp Thanks very much, I'll check it out. Fab customer service as always.'",auto_ok,,Brief acknowledgement only; no order/account action; must not request private details publicly.,false,false,fits,"Model-draft from ack_thanks; margin=0.0, sim=0.59. Human must confirm/correct. Cluster=complaint_service_quality. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests ack_thanks; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Thanks very much, I'll check it out. Fab customer service as always.'. Model suggestion ack_thanks (sim=0.59, margin=0.0) is NOT ground truth. Cluster family=complaint_service_quality sampling=common_boundary. Priors considered (1): '@AmazonHelp I've tried but no response from any of them. It's a real shame as buying direct from Amazon is always great,'. Historical reply treated as evidence only, not the answer.","detail_provided (sim=0.59, Already provided the requested details (DM / form / email / screenshots)); delivery_urgency (sim=0.553, Urgent need for delivery today / as a gift); link_issue (sim=0.542, Ticket / contact form limitations (closed, no reply option))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent ack_thanks; confirm routing auto_ok; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.621226+00:00,model_recommendation
GC-114,complaint_service_quality,complaint_service_quality,Regional (ES/FR) delivery & support quality complaints,DRAFT (verify): Regional (ES/FR) delivery & support quality complaints — customer wrote: '@AmazonHelp there is no error I am not being connected to any customer care executive. It tells me to got to the website and there is no solution.',escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from complaint_service_quality; margin=0.0, sim=0.579. Human must confirm/correct. Cluster=complaint_service_quality. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests complaint_service_quality; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp there is no error I am not being connected to any customer care executive. It tells me to got to the website and there is no solution.'. Model suggestion complaint_service_quality (sim=0.579, margin=0.0) is NOT ground truth. Cluster family=complaint_service_quality sampling=split_c139. Priors considered (2): '@AmazonHelp I need the package tonight urgently.'. Historical reply treated as evidence only, not the answer.","detail_provided (sim=0.579, Already provided the requested details (DM / form / email / screenshots)); account_login (sim=0.535, Account login / access problems); contact_phone_issue (sim=0.523, Phone / IVR / callback channel not working)","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent complaint_service_quality; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.621649+00:00,model_recommendation
GC-115,template_time,template_time,Conversation closure: short time/date answers,"DRAFT (verify): Conversation closure: short time/date answers — customer wrote: '@AmazonHelp Está prevista para hoy, día 3 de noviembre, pero por anteriores experiencias, mis expectativas no son muy buenas :('",auto_ok,,Brief acknowledgement only; no order/account action; must not request private details publicly.,false,false,fits,"Model-draft from template_time; margin=0.0, sim=0.622. Human must confirm/correct. Cluster=template_time. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests template_time; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Está prevista para hoy, día 3 de noviembre, pero por anteriores experiencias, mis expectativas no son muy buenas :('. Model suggestion template_time (sim=0.622, margin=0.0) is NOT ground truth. Cluster family=template_time sampling=merge_MG-03. No prior in-corpus customer turns. Historical reply treated as evidence only, not the answer.","delivery_delay (sim=0.622, Delivery failing around Diwali / festivals (India)); preorder (sim=0.567, Pre-order release date issues (games, consoles, media)); delivery_estimate (sim=0.549, Asking for delivery / dispatch date or estimate window)","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent template_time; confirm routing auto_ok; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.622311+00:00,model_recommendation
GC-116,shipping_speed,shipping_speed,Paid-for / Prime delivery speed not honoured (one/two-day/same-day),DRAFT (verify): Paid-for / Prime delivery speed not honoured (one/two-day/same-day) — customer wrote: '@AmazonHelp since when did you guys raise the minimum to $35 for Prime Now orders ?',escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from shipping_speed; margin=0.117, sim=0.682. Human must confirm/correct. Cluster=shipping_speed. ",0,no,HIGH,Model-draft suggests shipping_speed; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp since when did you guys raise the minimum to $35 for Prime Now orders ?'. Model suggestion shipping_speed (sim=0.682, margin=0.117) is NOT ground truth. Cluster family=shipping_speed sampling=common_confident. Priors considered (1): '@AmazonHelp I'm using the Prime Now app to order things I have ordered in the past, don't understand how now I have to p'. Historical reply treated as evidence only, not the answer.","shipping_cost (sim=0.564, Shipping cost / free-shipping threshold question); price_change (sim=0.543, Price changed vs listing / sale price discrepancy); refund_request (sim=0.431, Refund / compensation request and refund status)","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent shipping_speed; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.623203+00:00,model_recommendation
