sample_id,corpus_row,script,lenbin,customer_message_id,conversation_id,created_dt,text
N2-319,89194,latin_plain,mid,2879492,2879494,2017-11-28 07:44:40+00:00,"@AmazonHelp Yes, i had received an email that we have escalated it to tje concerned team and the issue will be sorted soon but still ko luck. Please help in reinstate my account"
N2-320,89574,latin_plain,mid,2886523,2886526,2017-11-28 12:21:43+00:00,@AmazonHelp Thanks ! Also the help on my Alexa goes to your US office instead of India. Hence the difficulty reporting this.
N2-321,89639,latin_acc,long,2888167,2888168,2017-11-28 13:21:03+00:00,"@AmazonHelp Hola si, tengo el correo donde me avisan desde el viernes que ya se envió el pedido y ayer me llegó el correo diciendome que ya estaba en e centro estafeta para pasar por él, pero no le aparece nada a la persona y yo estoy checando ahorita el estatus y tampoco me aparece"
N2-322,89800,latin_acc,long,2891877,2891875,2017-11-28 16:23:24+00:00,@AmazonHelp Al irme al enlace que me habéis enviado y clicar sobre devolver o reemplazar solo me deja reemplazar por otros productos distintos y no el que he pedido. Yo quiero el mismo o que al menos se me envíe el juego que es lo que falta 🙁 https://t.co/2HdzAxR4V8
N2-323,89834,latin_plain,mid,2893086,2893082,2017-11-28 17:10:25+00:00,"@AmazonHelp Will you still be here then?, still same tracking btw....this ain’t coming now, if it’s still showing handed to driver...not even no updates to were it’s going or any usual stuff..."
N2-324,90328,latin_plain,vshort,2904999,2904965,2017-11-29 15:34:11+00:00,@AmazonHelp Ok but will it be sorted??
N2-325,90482,latin_plain,long,2909078,2909079,2017-11-28 21:12:30+00:00,"@AmazonHelp As I just explained to your phone support, loosing now two days off of work to wait for a parcel is silly, not to mention the fact that the stuff I ordered through prime because it was guaranteed to be here the day I needed it, will no longer get here when I need it."
N2-326,90502,latin_acc,mid,2909151,2909152,2017-11-28 21:06:08+00:00,"@AmazonHelp outlander s3. ov/omu ich bekomme e-mails für die neue folge, aber aus meinem ""aktuell""-stream ist sie verschwunden und bei der suche landete ich 3x im modus ""folge für 5.99 kaufen""."
N2-327,90523,latin_plain,vshort,2909216,2909217,2017-11-29 10:28:29+00:00,@AmazonHelp It would be helpful to put that on your website.
N2-328,90540,latin_acc,vshort,2910313,2910316,2017-11-28 21:34:26+00:00,@AmazonHelp caixa de pássaros por recomendação da @805698 😻
N2-329,90710,latin_plain,vshort,2917153,2917158,2017-11-28 23:46:27+00:00,@AmazonHelp Multiple times in the last 3 months
N2-330,90929,latin_plain,vshort,2923477,2923478,2017-11-29 03:00:44+00:00,@AmazonHelp Lasership
N2-331,90995,latin_plain,vshort,2924506,2924510,2017-11-29 03:08:38+00:00,"@AmazonHelp Third-party, LG to be specific"
N2-332,91382,latin_plain,mid,2933661,2933655,2017-11-29 17:15:18+00:00,@AmazonHelp I need a call on my registered number from someone who is in authority...i m filing a court case against ur company with the claim of 2 crore rs
N2-333,91535,latin_plain,mid,2936680,2936678,2017-11-29 11:58:03+00:00,@AmazonHelp I didn't receive any estimated delivery date at all. It's Xanathar's Guide to Everything by Wizards of the Coast.
N2-334,91563,latin_plain,mid,2937474,2937483,2017-11-29 12:12:30+00:00,@AmazonHelp Yes. Went from guaranteed by 8 last night to estimated delivery yesterday through tomorrow. Hence my original tweet. What does the word guaranteed mean to you?
N2-335,91607,latin_plain,vshort,2938320,2938324,2017-11-29 12:26:14+00:00,@AmazonHelp Muchas gracias ;)
N2-336,91836,latin_acc,long,2944249,2944245,2017-11-29 15:30:51+00:00,"@AmazonHelp Ok gracias lo tramitare a través de ellos ya que con @135806 es imposible hablar con humanos a través de su teléfono, únicamente una máquina que te marea hasta que te dice lo mismo que ya aparece en su web."
N2-337,92133,latin_acc,mid,2950870,2950862,2017-11-29 18:28:50+00:00,"@AmazonHelp Ja so ein Artikel war das wohl. Habe den sehr netten Kollegen am Telefon gefragt. Er hat mir das gut erklärt. :-) Ach, immer wieder schön das Ihr so hilfsbereit seid. #Danke :-)"
N2-338,92484,latin_plain,long,2960507,2960505,2017-11-29 21:11:32+00:00,@AmazonHelp You can’t duplicate the issue because the product listing has subsequently been updated/corrected. Only my screenshots and chat logs show that you were advertising a different model for the same price.
N2-339,92518,latin_plain,short,2961766,2961767,2017-11-29 20:38:32+00:00,@AmazonHelp Thanks for the respond.I have provided the details on d link.kindly help as soon as possible.
N2-340,92556,latin_plain,mid,2962715,2962721,2017-11-29 21:38:21+00:00,"@AmazonHelp That link is to messages, the newest one is from last January. But the order confirmation email I received says this: https://t.co/3EJYGciNzO"
