cluster_id,cluster_size,preliminary_label,customer_goal,confidence,coherent,possible_parent_intent,kind,family_key,exact_dup_share,median_member_chars,url_share,multilingual_flag,merge_candidates,split_candidates,reasoning,representative_examples
106,58,Delivered to wrong address / wrong neighbour / permanently wrong address on file,"Recover a package delivered to the wrong place, or fix the stored address.",high,yes,Delivery & shipping,intent,misdelivery,0.0,123.0,0.034,yes,,,"High confidence. Family: Delivered to wrong address / wrong neighbour / permanently wrong address on file. Signials: size=58, dup=0.0, url_share=0.0344827586206896.","@AmazonHelp I selected the correct address but you d sent it to the wring one ;; @AmazonHelp Already arrived at the incorrect address. ;; @AmazonHelp Cuando introduje la dirección de envío la página se congeló, y en los detalles del pedido pone que llegará el sábado a una dirección errónea (ya no "
107,193,Conversation closure: thank you / acknowledgement,Acknowledge a reply or close the thread politely; no problem still pending is expressed.,high,yes,Conversation closure (artifact),artifact,ack_thanks,0.124,40.0,0.0,yes,MG-01,,"High confidence. Family: Conversation closure: thank you / acknowledgement. Signials: size=193, dup=0.1243523316062176, url_share=0.0.","@AmazonHelp Thank you for helping 🌸✨ ;; @AmazonHelp Ok. Thanks for you help. 😉 ;; @AmazonHelp Ok, but need help regarding this."
108,107,Hinglish queries mixing contest results and refund expectations,UNCERTAIN - appears to combine contest-result and refund queries in Hindi/Hinglish.,medium,uncertain,Promotions & offers,intent,contest_promo,0.0,114.0,0.019,no,,,"Medium confidence. Family: Hinglish queries mixing contest results and refund expectations. Signials: size=107, dup=0.0, url_share=0.0186915887850467.",@AmazonHelp Ye hi services h kya aapki ;; @AmazonHelp Mene participate kiya tha kuch nhi hua result bhi nhi aaya ;; @AmazonHelp Are me bewkoof nhii hu. Sab form fill ki tha aur ab bhibkia h.
109,1057,Off-topic / social chatter (out-of-domain for a support triage),UNCERTAIN - casual/emotional conversation not expressing a support request.,medium,uncertain,Out-of-domain / conversational,ood,off_topic_chat,0.0,124.0,0.076,yes,,,"Medium confidence. Family: Off-topic / social chatter (out-of-domain for a support triage). Signials: size=1057, dup=0.0, url_share=0.075685903500473.","@AmazonHelp Porem eles entram pro governo e começa a descobrir coisas erradas e obscura é muito triste as vezes mas é ao mesmo tempo sensacional lê dois volumes ;; @AmazonHelp Olha, mais ou menos porque eu tô tentando MUITO economizar, mas sei que minha irmã comprou vários livros, o que me deixa com inveja :( hahahaha ;; @AmazonHelp si!!!! que es super complicado... miles de cosas que tengo que rellenar antes de publicar. No hay una hoja de excel para descargar?..."
110,42,Conversation closure: commitment to follow the suggested action,Signal that the customer will perform the action suggested by support.,high,yes,Conversation closure (artifact),artifact,ack_willdo,0.095,33.0,0.0,no,MG-02,,"High confidence. Family: Conversation closure: commitment to follow the suggested action. Signials: size=42, dup=0.0952380952380952, url_share=0.0.",@AmazonHelp I will. Thank you ;; @AmazonHelp Ok I will. Thanks JJ ;; @AmazonHelp Thanks a bunch!! I certainly will.
111,76,Conversation closure: commitment to follow the suggested action,Signal that the customer will perform the action suggested by support.,high,yes,Conversation closure (artifact),artifact,ack_willdo,0.342,23.0,0.026,no,MG-02,,"High confidence. Family: Conversation closure: commitment to follow the suggested action. Signials: size=76, dup=0.3421052631578947, url_share=0.0263157894736842.",@AmazonHelp Will do 👍 ;; @AmazonHelp Will do.. ;; @AmazonHelp will do thks
112,113,Conversation closure: commitment to follow the suggested action,Signal that the customer will perform the action suggested by support.,high,yes,Conversation closure (artifact),artifact,ack_willdo,0.416,31.0,0.0,no,MG-02,,"High confidence. Family: Conversation closure: commitment to follow the suggested action. Signials: size=113, dup=0.415929203539823, url_share=0.0.","@AmazonHelp Will do - thank you for the quick follow up! ;; @AmazonHelp will do ... thanks for the pointer ;; @AmazonHelp Will do, thank you!"
113,53,Conversation closure: commitment to follow the suggested action,Signal that the customer will perform the action suggested by support.,high,yes,Conversation closure (artifact),artifact,ack_willdo,0.453,28.0,0.0,no,MG-02,,"High confidence. Family: Conversation closure: commitment to follow the suggested action. Signials: size=53, dup=0.4528301886792453, url_share=0.0.","@AmazonHelp Thanks, will do! Cheers ;; @AmazonHelp Okay will do, appreciate your assistance. Many thanks Robbie. ;; @AmazonHelp Thanks!! Will do."
114,49,Conversation closure: short negation answers (no / not yet / doesn't say),Answer a polarity/data check from support; real problem is only implied by the thread.,medium,yes,Conversation closure (artifact),artifact,template_neg,0.347,26.0,0.0,yes,MG-03,,"Medium confidence. Family: Conversation closure: short negation answers (no / not yet / doesn't say). Signials: size=49, dup=0.3469387755102041, url_share=0.0.","@AmazonHelp No, I haven't. Wish I did though. ;; @AmazonHelp I haven't. ;; @AmazonHelp I haven't. I am in bed with a rocking migraine."
115,255,Conversation closure: short negation answers (no / not yet / doesn't say),Answer a polarity/data check from support; real problem is only implied by the thread.,medium,yes,Conversation closure (artifact),artifact,template_neg,0.031,30.0,0.0,yes,MG-03,,"Medium confidence. Family: Conversation closure: short negation answers (no / not yet / doesn't say). Signials: size=255, dup=0.0313725490196078, url_share=0.0.","@AmazonHelp Ma evidentemente non c’è, quindi... ;; @AmazonHelp No it isnt ;; @AmazonHelp Nein ist es nicht"
116,44,Conversation closure: short negation answers (no / not yet / doesn't say),Answer a polarity/data check from support; real problem is only implied by the thread.,medium,yes,Conversation closure (artifact),artifact,template_neg,0.341,26.5,0.0,yes,MG-03,,"Medium confidence. Family: Conversation closure: short negation answers (no / not yet / doesn't say). Signials: size=44, dup=0.3409090909090909, url_share=0.0.",@AmazonHelp non pas encore ;; @AmazonHelp No not yet. Guide me oh wise ones… ;; @AmazonHelp Not currently
117,33,Conversation closure: short negation answers (no / not yet / doesn't say),Answer a polarity/data check from support; real problem is only implied by the thread.,medium,yes,Conversation closure (artifact),artifact,template_neg,0.242,27.0,0.0,yes,MG-03,,"Medium confidence. Family: Conversation closure: short negation answers (no / not yet / doesn't say). Signials: size=33, dup=0.2424242424242424, url_share=0.0.",@AmazonHelp Still not committing to anything... ;; @AmazonHelp Still nothing ;; @AmazonHelp none as of now...thnx !
118,77,"Conversation closure: empathy / politeness formula (that's sad, have a nice day)",React socially to a support remark before closing; no actionable request.,high,yes,Conversation closure (artifact),artifact,empathy_farewell,0.0,34.0,0.0,no,,,"High confidence. Family: Conversation closure: empathy / politeness formula (that's sad, have a nice day). Signials: size=77, dup=0.0, url_share=0.0.",@AmazonHelp C'est vraiment dommage... ;; @AmazonHelp Bummer..that's sad :( ;; @AmazonHelp This makes me sad :(
119,35,Complaint about support quality (copy-paste / bot-like / unhelpful),Get real (non-template) help instead of repeated standard replies.,high,yes,Agent / support experience,intent,complaint_service_quality,0.0,100.0,0.029,no,,,"High confidence. Family: Complaint about support quality (copy-paste / bot-like / unhelpful). Signials: size=35, dup=0.0, url_share=0.0285714285714285.",@AmazonHelp I did just feel I get copy and paste responses from there ;; @AmazonHelp Standard copy paste reply from u. I am getting this for 2 weeks now. Unprofessional attitude ;; @AmazonHelp At least don't copy paste the same message three times! It just shows incompetence on your part!
120,75,"Pre-order release date issues (games, consoles, media)",Get clarity on pre-order release date/delivery or the associated bonus/edition.,high,yes,Products & defects,intent,preorder,0.0,121.0,0.147,yes,,,"High confidence. Family: Pre-order release date issues (games, consoles, media). Signials: size=75, dup=0.0, url_share=0.1466666666666666.","@AmazonHelp Sorry, I should have been more clear. The release date is on the page, only it is way down on the page--in the ""product details"" section. :) https:/ ;; @AmazonHelp Can't say it does. Considering when I pre-ordered it said the release date. https://t.co/jxkkIfDNuP ;; @AmazonHelp There were 3 release dates for it. Today was another one. Might aswell cancel and try elsewhere."
121,93,Conversation closure: commitment to follow the suggested action,Signal that the customer will perform the action suggested by support.,high,yes,Conversation closure (artifact),artifact,ack_willdo,0.022,43.0,0.0,yes,MG-02,,"High confidence. Family: Conversation closure: commitment to follow the suggested action. Signials: size=93, dup=0.021505376344086, url_share=0.0.","@AmazonHelp Thanks, I'll head that way ;; @AmazonHelp Danke, mach ich! ;; @AmazonHelp Gracias por la atención. Así lo haré."
122,580,Off-topic / social chatter (out-of-domain for a support triage),UNCERTAIN - casual/emotional conversation not expressing a support request.,medium,uncertain,Out-of-domain / conversational,ood,off_topic_chat,0.026,33.0,0.002,yes,,122,"Medium confidence. Family: Off-topic / social chatter (out-of-domain for a support triage). Signials: size=580, dup=0.0258620689655172, url_share=0.0017241379310344.",@AmazonHelp Creo que vuestro dragón se comería mi unicornio.... 😫 PD: hacéis algún regalo a un recién nacido?? 😎 ;; @AmazonHelp A dominação masculina do Bourdieu. 😊 ;; @AmazonHelp I have already mentioned that in tum details. My como is down agai.
123,37,Conversation closure: reports the requested action is done,Confirm the requested action (form/link/pickup) has been completed.,high,yes,Conversation closure (artifact),artifact,ack_done,0.216,25.0,0.0,yes,,,"High confidence. Family: Conversation closure: reports the requested action is done. Signials: size=37, dup=0.2162162162162162, url_share=0.0.",@AmazonHelp Así es :( ;; @AmazonHelp So that's it!! ;; @AmazonHelp That's it
124,31,Conversation closure: short affirmation answers (yes / it is),Answer a yes/no check question from support; no separate problem stated.,medium,yes,Conversation closure (artifact),artifact,template_affirm,0.161,23.0,0.0,no,MG-03,,"Medium confidence. Family: Conversation closure: short affirmation answers (yes / it is). Signials: size=31, dup=0.1612903225806451, url_share=0.0.","@AmazonHelp Yes it is :) ;; @AmazonHelp As far as im aware, it is. ;; @AmazonHelp /. It is, yes."
125,101,Conversation closure: short affirmation answers (yes / it is),Answer a yes/no check question from support; no separate problem stated.,medium,yes,Conversation closure (artifact),artifact,template_affirm,0.099,25.0,0.0,no,MG-03,,"Medium confidence. Family: Conversation closure: short affirmation answers (yes / it is). Signials: size=101, dup=0.099009900990099, url_share=0.0.","@AmazonHelp Na selbstverständlich. ;; @AmazonHelp Yeah correct ;; @AmazonHelp Yes, of course...."
126,120,"Conversation closure: empathy / politeness formula (that's sad, have a nice day)",React socially to a support remark before closing; no actionable request.,high,yes,Conversation closure (artifact),artifact,empathy_farewell,0.017,62.5,0.008,yes,,,"High confidence. Family: Conversation closure: empathy / politeness formula (that's sad, have a nice day). Signials: size=120, dup=0.0166666666666666, url_share=0.0083333333333333.","@AmazonHelp Merci. Je dormirais beaucoup mieux ce soir. Bonne soirée à vous.😁 ;; @AmazonHelp Tried that, thanks. Think my evening is better than yours ;; @AmazonHelp Il n'y a pas de quoi ^^ bonne soirée 😄"
127,87,Conversation closure: thank you / acknowledgement,Acknowledge a reply or close the thread politely; no problem still pending is expressed.,high,yes,Conversation closure (artifact),artifact,ack_thanks,0.184,30.0,0.0,yes,MG-01,,"High confidence. Family: Conversation closure: thank you / acknowledgement. Signials: size=87, dup=0.1839080459770115, url_share=0.0.","@AmazonHelp De acuerdo, gracias! ;; @AmazonHelp Okey, gracias por el trato ;; @AmazonHelp Perfekt.Vielen Dank und auch nen guten Start :)"
128,36,Conversation closure: thank you / acknowledgement,Acknowledge a reply or close the thread politely; no problem still pending is expressed.,high,yes,Conversation closure (artifact),artifact,ack_thanks,0.361,23.0,0.0,no,MG-01,,"High confidence. Family: Conversation closure: thank you / acknowledgement. Signials: size=36, dup=0.3611111111111111, url_share=0.0.","@AmazonHelp Ok. Thanks. ;; @AmazonHelp Alrighty then. Thanks. 😞 ;; @AmazonHelp Okay, no issues. Thanks"
129,35,Escalation to supervisor / manager / senior team,Have a supervisor or senior team take over the case after frontline support failed.,high,yes,Agent / support experience,intent,agent_escalation,0.0,119.0,0.057,yes,,,"High confidence. Family: Escalation to supervisor / manager / senior team. Signials: size=35, dup=0.0, url_share=0.0571428571428571.",@AmazonHelp I emailed last night and chatted with a representative last night and I still haven’t received an answer!!!!! ;; @AmazonHelp I have already done that and it was useless conversation with your representative ;; @AmazonHelp Your representative didnt have any answer
130,197,Conversation closure: thank you / acknowledgement,Acknowledge a reply or close the thread politely; no problem still pending is expressed.,high,yes,Conversation closure (artifact),artifact,ack_thanks,0.01,47.0,0.0,yes,MG-01,,"High confidence. Family: Conversation closure: thank you / acknowledgement. Signials: size=197, dup=0.0101522842639593, url_share=0.0.","@AmazonHelp Gracias por la pronta respuesta. Slds. ;; @AmazonHelp Thanks for the quick reply, no big deal, you are awesome! I will fill out the survey! ;; @AmazonHelp Agradezco la pronta respuesta."
131,44,Conversation closure: thank you / acknowledgement,Acknowledge a reply or close the thread politely; no problem still pending is expressed.,high,yes,Conversation closure (artifact),artifact,ack_thanks,0.045,29.5,0.0,no,MG-01,,"High confidence. Family: Conversation closure: thank you / acknowledgement. Signials: size=44, dup=0.0454545454545454, url_share=0.0.","@AmazonHelp That would be brilliant, thank you KN! ;; @AmazonHelp Fabulous, thanks v much ;; @AmazonHelp Awesome, thank you!"
132,89,Conversation closure: thank you / acknowledgement,Acknowledge a reply or close the thread politely; no problem still pending is expressed.,high,yes,Conversation closure (artifact),artifact,ack_thanks,0.292,27.0,0.0,yes,MG-01,,"High confidence. Family: Conversation closure: thank you / acknowledgement. Signials: size=89, dup=0.2921348314606741, url_share=0.0.","@AmazonHelp okay, thank you for taking time to let me know! ;; @AmazonHelp Ooh thanks, good to know! ;; @AmazonHelp Ok, obrigada!"
133,31,Conversation closure: thank you / acknowledgement,Acknowledge a reply or close the thread politely; no problem still pending is expressed.,high,yes,Conversation closure (artifact),artifact,ack_thanks,0.355,28.0,0.0,yes,MG-01,,"High confidence. Family: Conversation closure: thank you / acknowledgement. Signials: size=31, dup=0.3548387096774194, url_share=0.0.","@AmazonHelp Jvous remercie ;; @AmazonHelp Grazie di esistere. ;; @AmazonHelp Simón, gracias."
134,356,Conversation closure: thank you / acknowledgement,Acknowledge a reply or close the thread politely; no problem still pending is expressed.,high,yes,Conversation closure (artifact),artifact,ack_thanks,0.236,27.0,0.0,yes,MG-01,,"High confidence. Family: Conversation closure: thank you / acknowledgement. Signials: size=356, dup=0.2359550561797752, url_share=0.0.",@AmazonHelp Merci Ibtissam! ;; @AmazonHelp Thank you 🙂 ;; @AmazonHelp Thank you Thank you Thank you Thank you Thank you Thank you Thank you Thank you Thank you Thank you Thank you Thank you Thank you Thank you!
135,30,Frustration / anger with little or no actionable request,Vent frustration or insult support; a concrete solvable request is absent from the reps.,high,yes,Sentiment / venting (not a customer goal),sentiment,negative_frustration,0.0,137.5,0.1,no,,,"High confidence. Family: Frustration / anger with little or no actionable request. Signials: size=30, dup=0.0, url_share=0.1.","@AmazonHelp Undelivered product and worst customer care.what u think a company outside of India come here and harasse Indian people and we will let u go ;; @AmazonHelp done and got the unwanted advice of apologies and sorry but no one cares about a real issue everyone busy making fool Indian customer and making @11 ;; @AmazonHelp You all @115850 @115821 will not improve because you know that india has a big population,if a single customer get annoyed,nothing happens"
136,38,Already provided the requested details (DM / form / email / screenshots),Stop being asked repeatedly for details already submitted; get the case progressed.,high,yes,Verification / information flow,contextual,detail_provided,0.0,92.0,0.0,yes,MG-06,,"High confidence. Family: Already provided the requested details (DM / form / email / screenshots). Signials: size=38, dup=0.0, url_share=0.0.","@AmazonHelp I have sent a detailed email to customer service - please check and resolve ASAP ;; @AmazonHelp My email address is __email__ I have already raised the issue with customer care on chat yesterday and phone today ;; @AmazonHelp That’s correct Liz. I sent a final email to customer services, the last few said they would reply to me, none have, just need a reply to it please"
137,342,Delivery driver behaviour complaint (threw package / did not knock / lied / no contact),"Report driver behaviour that prevented safe, honest delivery.",high,yes,Delivery & shipping,intent,delivery_driver,0.0,142.5,0.044,yes,,,"High confidence. Family: Delivery driver behaviour complaint (threw package / did not knock / lied / no contact). Signials: size=342, dup=0.0, url_share=0.043859649122807.",@AmazonHelp Your courier lied. Another complaint has been escalated. It will happen every time I need a delivery at the weekend. ;; @AmazonHelp Been done. Instead your delivery guy is still failing to deliver to address that is open and manned 24/7 ;; @AmazonHelp My products are getting marked before being delivered. Delivery Guy’s Number is always off n when he calls from alt no and confirms time to
138,57,Accusation of fraud / scam / cheating,Assert that Amazon is defrauding the customer; underlying fixable request often absent or generic.,high,yes,Sentiment / venting (not a customer goal),sentiment,fraud_accusation,0.035,96.0,0.053,no,,,"High confidence. Family: Accusation of fraud / scam / cheating. Signials: size=57, dup=0.0350877192982456, url_share=0.0526315789473684.","@AmazonHelp Send it to me now Fraudsters, You cheap scammers.. ;; @AmazonHelp This means you people are cheats! Just like ur Cuscare executives Harish who didn't resolved my prob! Bunch of cheats! Fraud company! ;; @AmazonHelp i am telling you are doing something fraud here"
139,1521,Complaint about support quality (copy-paste / bot-like / unhelpful),Get real (non-template) help instead of repeated standard replies.,high,yes,Agent / support experience,intent,complaint_service_quality,0.003,120.0,0.034,yes,,139,"High confidence. Family: Complaint about support quality (copy-paste / bot-like / unhelpful). Signials: size=1521, dup=0.0032873109796186, url_share=0.0335305719921104.",@AmazonHelp You already have a DM from me and I’ve filled out your weblink. You’re not doing yourselves any favours when it comes to a complaint about how bad y ;; @AmazonHelp So again one lousy dm and don't even answer my reply CONTEMPT for your customers ;; @AmazonHelp I wasn’t. Do you think that any of this is good customer service?
140,40,"Awaiting resolution outcome / case progress (investigation, complaint, case)",Get a concrete resolution or progress update on an open case/complaint/investigation.,high,yes,Support progress: waiting / nudge,intent,resolution_pending,0.0,86.0,0.0,yes,MG-09,,"High confidence. Family: Awaiting resolution outcome / case progress (investigation, complaint, case). Signials: size=40, dup=0.0, url_share=0.0.",@AmazonHelp evening I was told I would have a reply in 12 hours or so! Any updates thank you ;; @AmazonHelp I have filled in the details. It says I will get a response in 12 hours. I would expect a shorter response time ;; @AmazonHelp 12 hour response time? That won't help lol
141,209,Escalation to supervisor / manager / senior team,Have a supervisor or senior team take over the case after frontline support failed.,high,yes,Agent / support experience,intent,agent_escalation,0.0,132.0,0.014,yes,,,"High confidence. Family: Escalation to supervisor / manager / senior team. Signials: size=209, dup=0.0, url_share=0.0143540669856459.","@AmazonHelp I'd like to know why I was lied to, and what to be done about it. I also want to know what warranted supervisor disconnect. Been respecful. ;; @AmazonHelp i dont understand why your supervisor provide me wrong details ;; @AmazonHelp asked to speak with a manager or someone I could complain to at the new Sacramento distro center but they kept running around my question"
142,61,Escalation to supervisor / manager / senior team,Have a supervisor or senior team take over the case after frontline support failed.,high,yes,Agent / support experience,intent,agent_escalation,0.0,136.0,0.066,yes,,,"High confidence. Family: Escalation to supervisor / manager / senior team. Signials: size=61, dup=0.0, url_share=0.0655737704918032.","@AmazonHelp As I have told you before they do not connect to an agent without placing an order. I can send you the audio clip for confirmation ;; @AmazonHelp @115850 any way to speak to an agent and get pleased with some false assurances? ;; @AmazonHelp Thanks - I already did the whole chat with an agent, didn't make anything easier - just going to accept the issue and wait for itemtomorrow"
143,261,Gift delivery around Christmas (DE/FR comments on timing/damage),UNCERTAIN - gift-related delivery timing complaints around the holidays.,medium,uncertain,Delivery & shipping,intent,gift_delivery,0.0,123.0,0.065,yes,,143,"Medium confidence. Family: Gift delivery around Christmas (DE/FR comments on timing/damage). Signials: size=261, dup=0.0, url_share=0.0651340996168582.",@AmazonHelp Twice. Nice that you ‘get’ it. Any chance my dad will ‘get’ his gift anytime today? ;; @AmazonHelp Oui mais bon. Mon mari aurait pu le voir c’était pour lui et vous aurez gâcher mon cadeau de noël 🤦🏻‍♀️ ;; @AmazonHelp Chèque cadeau que j'ai insérer
144,333,Item arrived damaged / poor packaging,Resolve damage caused in transit (refund/replacement/compensation).,high,yes,Delivery & shipping,intent,package_damaged,0.0,134.0,0.132,yes,,,"High confidence. Family: Item arrived damaged / poor packaging. Signials: size=333, dup=0.0, url_share=0.1321321321321321.",@AmazonHelp Got the replacement today &amp; its in 2 pieces. Are you guys out of bubble wraps/air pouches? Terrible packing just a thin cardboard wrap. 2/3 ;; @AmazonHelp Fragile food items like Maggi need more protective packaging. I received my pack of noodles with large chunks broken into pieces. ;; @AmazonHelp Everything is okay and in order just poor packaging and delivery. It had good enough padding inside.
145,305,Phone (mobile) item issues: replacement / delivery of a phone,"Sort a phone order that involves replacement, return or delivery problems.",high,yes,Products & defects,intent,product_defect,0.0,135.0,0.062,yes,,,"High confidence. Family: Phone (mobile) item issues: replacement / delivery of a phone. Signials: size=305, dup=0.0, url_share=0.0622950819672131.",@AmazonHelp I want to buy another mobile. ;; @AmazonHelp Soo what should I do now I need to buy that phone with exhange offer ;; @AmazonHelp Ja schon aber genau dieses Geld wollte ich erst mal sparen für ein neues Handy was ich mir bei euch kaufen möchte.
146,654,Package / parcel whereabouts (tracking says X but status unclear),Find out where a package is and when it will actually arrive.,high,yes,Delivery & shipping,intent,delivery_tracking,0.0,127.0,0.112,yes,,,"High confidence. Family: Package / parcel whereabouts (tracking says X but status unclear). Signials: size=654, dup=0.0, url_share=0.1116207951070336.","@AmazonHelp It’s not missed but the tracking doesn’t even say out for delivery yet &amp; when I go on DPD it just says this https://t.co/02hP7MCUv7 ;; @AmazonHelp This is what the tracking info says. It was ready to be shipped, and wasn’t shipped. I’m very frustrated. https://t.co/MgnGztfriu ;; @AmazonHelp Are you really asking if I checked the tracking information?? 😂 yes the tracking info says that my package is delivered and ready for pickup"
147,38,Carrier identification or carrier-specific issue,"State which carrier delivered/shipped, or resolve a carrier-specific delivery problem.",high,yes,Delivery & shipping,intent,delivery_carrier,0.105,38.0,0.105,no,MG-08,,"High confidence. Family: Carrier identification or carrier-specific issue. Signials: size=38, dup=0.1052631578947368, url_share=0.1052631578947368.",@AmazonHelp It says UPS ;; @AmazonHelp It appears to be UPS ;; @AmazonHelp UPS surepost
148,74,Carrier identification or carrier-specific issue,"State which carrier delivered/shipped, or resolve a carrier-specific delivery problem.",high,yes,Delivery & shipping,intent,delivery_carrier,0.041,58.0,0.054,no,MG-08,,"High confidence. Family: Carrier identification or carrier-specific issue. Signials: size=74, dup=0.0405405405405405, url_share=0.054054054054054.","@AmazonHelp USPS and inconveniences like this have happened multiple times over the last couple months. ;; @AmazonHelp I spoke to someone 20 minutes ago, and was told that you’re blaming USPS for the screw up, without taking any responsibility for making good on your ;; @AmazonHelp Thank you for your response! It was through USPS"
149,40,Carrier identification or carrier-specific issue,"State which carrier delivered/shipped, or resolve a carrier-specific delivery problem.",high,yes,Delivery & shipping,intent,delivery_carrier,0.125,45.5,0.0,no,MG-08,,"High confidence. Family: Carrier identification or carrier-specific issue. Signials: size=40, dup=0.125, url_share=0.0.","@AmazonHelp Thank you the item was not damaged. The package was shipped with AMZL US. ;; @AmazonHelp It was shipped with AMZL US ;; @AmazonHelp It just says shipped with AMZL US. It has happened a few times, happening more frequently recently."
150,111,Carrier identification or carrier-specific issue,"State which carrier delivered/shipped, or resolve a carrier-specific delivery problem.",high,yes,Delivery & shipping,intent,delivery_carrier,0.144,55.0,0.036,no,MG-08,,"High confidence. Family: Carrier identification or carrier-specific issue. Signials: size=111, dup=0.1441441441441441, url_share=0.036036036036036.",@AmazonHelp The first one was Carrier: AMZL US. This one is USPS ;; @AmazonHelp It says that the carrier was: AMZL US ;; @AmazonHelp My carrier was AMZL US
151,129,Carrier not reachable / no tracking number returned,Get a tracking/carrier that is contactable and can actually locate the parcel.,high,yes,Delivery & shipping,intent,carrier_unreachable,0.0,107.0,0.078,yes,,,"High confidence. Family: Carrier not reachable / no tracking number returned. Signials: size=129, dup=0.0, url_share=0.0775193798449612.","@AmazonHelp Thank you. There doesn’t appear to be a carrier listed at this stage. ;; @AmazonHelp it’s been two seperate orders over 1 month. I have no idea who the carrier is?? ;; @AmazonHelp Already did but cannot reach the carrier, so there is no point"
152,50,Suspicious / phishing email: asking whether it is genuine,Confirm whether an email received from Amazon is legitimate before acting on it.,high,yes,Security / account safety,intent,phish_email,0.0,100.0,0.92,yes,,,"High confidence. Family: Suspicious / phishing email: asking whether it is genuine. Signials: size=50, dup=0.0, url_share=0.92.","@AmazonHelp This is the email I received. Is it genuine? https://t.co/TkNXYJyrF2 ;; @AmazonHelp Nope, this is the email I received. https://t.co/wU0q2MOd39 ;; @AmazonHelp I feel like you guys are just playing me now. This email makes no sense. https://t.co/YUVxpR37sM"
153,59,Order not yet dispatched / dispatch status,Find out why an order has not dispatched and get it moving.,high,yes,Delivery & shipping,intent,not_dispatched,0.068,61.0,0.051,no,,,"High confidence. Family: Order not yet dispatched / dispatch status. Signials: size=59, dup=0.0677966101694915, url_share=0.0508474576271186.",@AmazonHelp Just says dispatched ;; @AmazonHelp No just says dispatching now which it has done for the past 5 hours ;; @AmazonHelp It says “Dispatching now”
154,50,Prime / subscription charge or trial confusion,Understand why a Prime/trial charge occurred and cancel or reverse it.,high,yes,Payments & billing,intent,prime_charge,0.0,122.5,0.12,yes,,,"High confidence. Family: Prime / subscription charge or trial confusion. Signials: size=50, dup=0.0, url_share=0.12.","@AmazonHelp Yeah I signed up for a free trial a few years ago, but just today got a letter saying I was eligible for another free trial. ;; @AmazonHelp But I don't want to be charged next April hence why I'm trying to cancel it so surely I shouldn't be entitled to the free trial? ;; @AmazonHelp So, can you confirm, will I be able to Active the Trial at a later date or not if this is Cancelled currently? Thanks!"
155,128,Paid-for / Prime delivery speed not honoured (one/two-day/same-day),"Get the delivery speed paid for or promised (Prime), or compensation for the miss.",high,yes,Delivery & shipping,intent,shipping_speed,0.0,128.5,0.055,no,,,"High confidence. Family: Paid-for / Prime delivery speed not honoured (one/two-day/same-day). Signials: size=128, dup=0.0, url_share=0.0546875.","@AmazonHelp Yeah but it was available to ship immediately, and your two day shipping has been 3 days for like everything I order now for a while now. ;; @AmazonHelp But I chose 2 day shipping at checkout ;; @AmazonHelp that doesn't even make sense. Best case scenario should not be given as estimate. Also why would 1 day shipping be sent UPS 2nd Day Air?"
156,1967,Paid-for / Prime delivery speed not honoured (one/two-day/same-day),"Get the delivery speed paid for or promised (Prime), or compensation for the miss.",high,yes,Delivery & shipping,intent,shipping_speed,0.001,145.0,0.043,yes,,156,"High confidence. Family: Paid-for / Prime delivery speed not honoured (one/two-day/same-day). Signials: size=1967, dup=0.0010167768174885, url_share=0.0427046263345195.","@AmazonHelp The first call dropped, the 2nd call said I would get Prime extended for a month, to check my email, then that call dropped too and no email ;; @AmazonHelp Order received. From my little lady ""few, it means your thought of cancelling Prime isn't coming true!"" ;; @AmazonHelp Chased up an order again, after 4 prev attempts. Previous Prime acc credit queried which was not refunded then you canx prime without auth."
157,324,Asking support to call the customer directly (photo: numbers shared),Be contacted by phone because text support is not resolving the issue.,high,yes,Contacting support,intent,contact_callback_request,0.031,53.0,0.003,yes,,,"High confidence. Family: Asking support to call the customer directly (photo: numbers shared). Signials: size=324, dup=0.0308641975308641, url_share=0.0030864197530864.",@AmazonHelp call me on my registered number. ;; @AmazonHelp 9911190866 this is my no. Call me ;; @AmazonHelp Please ask them to call me on 9650563038
158,37,Waiting for a response / asking to be answered promptly,Nudge support to reply; the underlying problem is stated elsewhere in the thread.,high,yes,Support progress: waiting / nudge,contextual,waiting_status,0.054,43.0,0.0,no,MG-04,,"High confidence. Family: Waiting for a response / asking to be answered promptly. Signials: size=37, dup=0.054054054054054, url_share=0.0.",@AmazonHelp Still waiting your response ? ??????????????? ;; @AmazonHelp Waiting for reply ;; @AmazonHelp Still waiting for reply from your side
159,101,Waiting for a response / asking to be answered promptly,Nudge support to reply; the underlying problem is stated elsewhere in the thread.,high,yes,Support progress: waiting / nudge,contextual,waiting_status,0.109,30.0,0.0,no,MG-04,,"High confidence. Family: Waiting for a response / asking to be answered promptly. Signials: size=101, dup=0.1089108910891089, url_share=0.0.","@AmazonHelp Waiting yar ;; @AmazonHelp Okkk, fine i am waiting. But this is totally wrong. ;; @AmazonHelp Ok I am waiting"
