customer_message_id,conversation_id,created_dt,prev_input,embedding_input,cluster,cos_solo,cos_aug,rank_solo,rank_aug
522529,522527,2017-12-02 04:30:18+00:00,"Yes I Have, And All my Information Is Correct. I Just Want To Be Able to Access My Account Without This Happening Again",No I Have Not.,114,0.3505084463470929,0.7566466726052639,2.0,1.0
524844,524850,2017-12-02 05:57:25+00:00,"Yes Mr. not only did you miss that, I was told that my address is wrong. The address on which I have received many orders in the last couple of years.",Not doing anything.,115,-0.007132841181773389,0.8626470372737751,17.0,1.0
524927,524913,2017-12-03 04:04:26+00:00,waiting waiting waiting shit service by Amazon i ever had in my life,update your team to dispatch the order😡,-1,0.5302691858437256,0.7070641432763813,1.0,1.0
526187,526181,2017-12-02 09:26:27+00:00,Its just order Id. You can not encrypt order id in public? It will be helpful if you provide me the reason why I didn't receive my stuff till today & when it is going to deliver? Thanks,I have palced order from account where login id is my mobile no. Though i have seperate account having my emaild as login. Still you can use the email to communicate but not to current order details. To check my current order use phone no as Login I'd. Thanks,-1,0.49968650022285166,0.7857479677242841,1.0,1.0
527763,527761,2017-12-02 09:13:19+00:00,yes i have an email to say its out for delivery but it doesn't answer my questions,thats what ive already tried which let to me JOINING TWITTER to complaint here,42,0.12279218168514605,0.43243348414750005,15.0,3.0
529943,529949,2017-12-02 09:59:57+00:00,Un de mes jeux dit qu’il va devoir etre rembourser. Mais pour le reste rien n’est encore dit.,Non pas encore,116,0.435474155565045,0.7926542904814156,1.0,1.0
530860,530864,2017-11-30 06:58:16+00:00,The carrier is not shown on my orders How long before Amazon takes responsibility and responds without me needing to chase Obviously a big company who has no concern for the small customer who up to now has used Amazon a lot but now reconsidering further usage!!,No I have heard nothing other than a reply to my email 5 days ago saying that it’s being looked into and I would hear soon! But I haven’t! Hence frustrated tweet! Please resolve.,42,0.4133766372249197,0.8408501063781197,5.0,1.0
537410,537414,2017-12-02 14:55:59+00:00,Thanks I'll do that then. I can collect from the sorting office if I need to,Yeah sure thing,125,0.21795962158507215,0.7528257467864661,9.0,1.0
548000,548005,2017-12-03 10:17:01+00:00,Yes i did. I have also emailed and tweeted the carrier but no reply. I am now going to work so cant do anything.,"Also if u dont have access to accounts, what's the point of having Twitter account called help when u cant help?",42,0.16857107030945911,0.5128852187198383,7.0,1.0
549370,549355,2017-12-02 19:14:36+00:00,Not sure if the intention is to keep me on hold until 2100 than there really IS nothing that can be done #disgraceful #disgusted #amazon #amazonprime,Do you really? Have you sat in for the first Saturday you've been off in month waiting on a parcel that no one actually attempted to deliver and now have only the option of waiting in yet ANOTHER day for the same parcel which may or may not be delivered tomorrow???,-1,0.5000640683155034,0.796153705372141,1.0,1.0
551885,551883,2017-12-02 20:10:55+00:00,I don’t need your tracking service. They have no clue about where it is. Customer Service has no clue @AmazonHelp,No THAT is the ISSUE,115,0.31258108468930423,0.5255086635063002,2.0,1.0
571733,571731,2017-12-03 11:52:03+00:00,Check first tweet all details (order n tracking id) r there..my no. 9819112437,I have retweeted it for ur further reference,42,0.41073646071324305,0.7923183493068632,1.0,1.0
575905,575902,2017-12-03 08:57:41+00:00,I have a Fire TV Stick + Echo Dot; but I’m really wondering if the Echo Plus - which I understand has a good speaker - can be used as a TV output speaker while streaming content. Or does it only work while playing Alexa-controlled music?,That looks like your generic customer service page - is that also your Echo team’s contact site? Do they have a Twitter presence?,42,0.35072606875896617,0.6960887287446345,2.0,1.0
575934,575926,2017-12-03 09:10:09+00:00,Apple. 6S with the most current operating system.,I have not,114,0.08676034798564317,0.5358376937754408,14.0,1.0
579035,579041,2017-12-03 12:04:45+00:00,I have just received an email saying they've contacted the courier & have said it was handed to someone at my house but I can assure you we weren't in we left home at 5.50 to go for a meal & it said my parcel was left at 19.00 & they're wasn't any parcel with my neighbour!,I have just done that & have been told I need to wait 24 hours for them to contact me as to whether we get a refund but my main concern is that someone was in my house taking in parcels so you are obviously taking the drivers word for it,-1,0.6383751352906004,0.8085975595089172,1.0,1.0
585666,585664,2017-12-03 17:24:38+00:00,Thats a direct no guys! Not expected. Atleast give it a try?,I completely understand and know how this works since i too am from the same industry. Its a humble request to get this expedited since Its possible if given a slight push on a urgent basis. Also I feel the socialmedia team alone has the power to get things going.buck up guys!,42,0.38588561965892376,0.5463276310162186,1.0,1.0
588659,588663,2017-12-03 16:25:33+00:00,I was back in the US for 36 hours. I ordered a device for same day delivery so I could spend time with my family. Day 1 they said no one was home. They lied. I called and confirmed it would be there day 2 with management. I was told it was out for delivery. Lied again,The information on what was offered was in the first tweet.,42,0.17657320465333953,0.9724981034105484,14.0,1.0
588707,588712,2017-12-03 16:19:59+00:00,Order placed on Nov. 25th. Originally scheduled for delivery on 29th. Then 30th. Then 1st. How can you help with this?,No reason given.,115,-0.008420086473843114,0.8030088190728083,18.0,1.0
590050,590048,2017-12-03 16:57:00+00:00,Vous ne répondez pas au problème... Je les ai appelés et ils m'ont dit que vous ne leur laissiez pas le choix. Pour 22 articles vous leur demandez 22 fois des frais de port (qu'ils ont estimé à 2.99€ par livre) même si eux ne font qu'1 seul colis...,"Je l'ai déjà fait. Mais je maintiens qu'il n'y a rien de logique à additionner 22 fois des frais de port pour 22 articles commandés chez la même boutique... Pour moi ça reste du vol, tout simplement.",-1,0.705393498957068,0.8482373125586817,1.0,1.0
592128,592137,2017-12-03 17:39:19+00:00,"I think something s wrong with ur pantry box size calci alogorithm!! 45% fill just for 9 items..seriously!! itms are so small that, i can fit them in <10% of bx..u guys hv such big boxes bt ur alogos not crtng losses by sending more boxes!..and feedback also not reacng crt people https://t.co/GR8WcpM6Sx",Thanks..anyways I don't have to lose anything..see my Picts in old tweets above..u can see why I am saying this..,42,0.32831534580236255,0.8012572159001413,1.0,1.0
593358,593361,2017-12-03 17:59:27+00:00,"Comprei as edições do Capitão Cueca da Cosac Naify. Já temos os 3 volumes lançados pela @27639, mas estamos comprando os antigos enquanto a @27639 não lança as novas edições. 😉 https://t.co/JkeqDiP5E2","Ah, e ele está gostando sim.",125,0.41926575095250473,0.8022827728275589,1.0,1.0
602240,602244,2017-12-03 23:04:08+00:00,"I'm sorry, was there something wrong with what I said? It is taking a bit longer for a response, compared to the previous responses. Please do not mute me, again. I just want this situation to be made right.","I have done this many times, already, and they refuse to provide any resolution. Sorry, I know there's not really much you can do on Twitter. I feel like I've run out of options, and don't really know what to do, or where go to get any satisfaction. Nobody will help me.",42,0.37921820739616385,0.7046185196091617,1.0,1.0
608062,608065,2017-11-22 12:42:48+00:00,"Yes, the original delivery date was 11/20, but with every exception, it gets pushed back.","Sorry, the last picture was the shipment confirmation email. This one is the original order email, which also shows 11/20 as the delivery date https://t.co/zVyWtR5YtV",-1,0.6312950293137836,0.7993529976443168,1.0,1.0
613978,613974,2017-11-25 07:55:21+00:00,Been doing it from past one month,"If it is Urban India, no matter what the courier service is I get the product bt now that you know there are two option for my rural pincode & GATI is failing to deliver then why nt dispatch the item only with the one that delivers which is India Post. as simple as tht",-1,0.6139511961104023,0.6768990704035607,1.0,1.0
629519,629523,2017-11-22 15:40:57+00:00,J’ai 3 commandes que j’ai passer hier matin. Toutes en prime avec « livraison garanti le 22 novembre avant 20h » elle sont même pas expédié. Cela serre à rien de proposer du prime dans ce cas 😩,Non pas encore.,116,0.344198818850876,0.9900203945087583,1.0,1.0
629551,629528,2017-11-23 07:06:11+00:00,I already refer the ur jumpsuit email. You all email are too irritating. They don't try to understand problem . They just keep false and bullshit promises . I want my product today . Can Amazon done this or not. Answer me clearly . In YES or NO.,U do nothing,115,0.20216981798987663,0.7304254306109861,3.0,1.0
637195,637200,2017-11-22 19:10:01+00:00,"Pero en definitiva donde he comprado el producto ha sido en vuestra web. Por tanto, quien queda mal en última instancia por el mal servicio de la empresa de reparto sois vosotros. Lo que me llegó el lunes por @4496 y por @115817 no hubo problema. Pero con @80....","Si claro. Escribí el primer tweet y a las 4, me contestaron pidiendome información, les expliqué y no me contestaron hasta una hora después para pedirme los datos de@mi dirección y localizar el paquete. No he tenido noticias hasta que cabreado he escrito otro tweet hace 20 min",42,0.5694311584986225,0.7226600774323724,1.0,1.0
637187,637200,2017-11-22 19:47:11+00:00,No tengo el número de pedido porque es el único que no tenía porque no se me facilitaba en los emails. En los que he recibido de @4496 y @115817 si que podía hacer un seguimiento porque tenía los datos. Además he visto que el reparto es hasta las 20:00,Por lo que hoy no recibo nada como me habían dicho desde @80 @130687 lo que significa que son unos SINVERGÜENZAS q se piensan q no tenemos nada q hacer y podemos estar en casa esperando todo el día a que traigan un paquete q ellos mismos dijeron q entregaban hoy,-1,0.7374754466986759,0.8018865055778966,1.0,1.0
637346,637354,2017-11-22 19:33:11+00:00,"not a single response from usps. all I received from you guys was ""we do not have a delivery date"" and it was sent to KY.",Sure. and its Tania.,125,0.10692099750830905,0.8294940813870797,15.0,1.0
641812,641821,2017-11-22 20:57:20+00:00,"Can you help please? Yesterday Hermes left a card to say they came to collect the parcel & would return today. No-one has come! Trying to return this within your time frame, can you help please? (Have removed my address from the pic) https://t.co/PR1B1MX1zH",Please can you help via Twitter?,42,0.35855658511915744,0.7091643822763752,1.0,1.0
641815,641821,2017-11-22 21:22:48+00:00,Please can you help via Twitter?,Please see my previous tweet! This is quite frustrating.,42,0.3526439264219086,0.5116194767092801,3.0,1.0
643742,643760,2017-10-13 08:57:35+00:00,I have patience but you don't have a proper process. Set your organisation first @115850 @115851 @1840,Jst answer my qustn. I proms i wil nvr evr buy anything from @115850 again. Wil nvr dstrb u. @115851 @1840,-1,0.4877033742578689,0.5409097234249827,1.0,1.0
643784,643796,2017-10-13 08:26:59+00:00,"Tell me date and Time #AmazonGreatIndianFestival #feku #AmazonIndia #Amazon Working, Priority,sorry,soon means ur doing nothing.",9619509883 call Tweeting will not help,42,0.19548697532961085,0.8201462764082195,6.0,1.0
644041,644046,2017-10-26 18:00:56+00:00,I made the order on the 24th and it said it'll arrive today. Now it says it's arriving tomorrow,"Nope, no explanation at all",115,-0.014127809608985492,0.8777889427822045,17.0,1.0
2805048,648438,2017-11-22 18:42:23+00:00,I placed an order on the app that told me my delivery would arrive on Thursday then y’all emailed me saying it would arrive Friday. Not cool.,Nopeeeee,115,0.09805588293050457,0.8150182586435468,20.0,1.0
650073,650061,2017-11-25 07:58:46+00:00,How do I return a product that has never been delivered?,"Okay, the reason I am complaining on Twitter, is because your customer service is not helping, is there some sort of management I can contact? Maybe they would actually care.",42,0.41200104964853856,0.6727372936853923,1.0,1.0
651644,651653,2017-11-10 07:57:37+00:00,oui sur https://t.co/Z35ZONWzBT (voir l'url du capture écran),"j'ai bien compris, d'ou mon tweet car je me doute que ce n'est pas normal. J'arrive sur cette page en tapant votre URL directement sur un navigateur web.",42,0.6465882849371762,0.7673075864933949,1.0,1.0
654269,654274,2017-11-22 23:50:27+00:00,"Well the conversation with the supervisor was just as bad!! He has refunded and I had to order again, yet not listened when I said I have no way of printing returns label 🤦🏼‍♂️ it took 14 hours for a response and still not sorted properly!! F**k sake! You’ve gone crap lately!","No. I explained this to them! I have no family left, and none of our friends have a printer and I’m not able to get about much!",-1,0.5489653164010799,0.8442723994564094,1.0,1.0
654330,654328,2017-11-22 22:40:30+00:00,Ok so looks like y’all didn’t put one of the items in the box,Yes it does,124,0.1681749914501851,0.7583423332982512,9.0,1.0
661447,661454,2017-11-23 01:10:30+00:00,"https://t.co/ApZfd8KLdZ It sometimes shows up as available from Amazon. sometimes I can add to my cart, other times I cannot. when I can and I get to check out it doesn’t let me check out and adds the item to my wish list",yes. yes.,125,0.10621196354557264,0.7125225589628115,12.0,1.0
662661,662659,2017-11-23 16:06:31+00:00,"your escalation team has certain format of mail which they are sending everytime eventhough i m asking about different matter and scenario,its pathetic",can i have Amit agrawal tweeter id?,42,0.15165545187587165,0.8363985795011849,12.0,1.0
665145,665155,2017-10-13 12:54:15+00:00,I can't log in without my password.,I have sent an email outlining exactly what I have outlined in the stream of tweets. Thank you for your assistance.,42,0.3325256069702771,0.5489638320753691,6.0,1.0
665407,665418,2017-11-03 08:18:34+00:00,I guess I will have to wait till business hours I guess?,I would not be on Twitter if that link actually helped,42,0.33040922442983356,0.4338476912508149,1.0,1.0
669751,669747,2017-11-23 06:29:43+00:00,No one has approached me yet,"What is ""url to twitter message""",42,0.1364432031822686,0.49763306222137177,12.0,1.0
679050,671777,2017-11-23 08:49:19+00:00,USPS they are saying it’s going to be delivered on Friday morning. We’ll see. Not understanding why I pay for prime Svs you guys treat the 2day shipping as optional.,No. Not a one,115,0.11553239575183033,0.7575418817074484,13.0,1.0
682581,682587,2017-10-21 13:29:59+00:00,hi. Do you take requests for adding content? or is it not an option...,Thx. How do i do that? Is there a form? email? or twitter is enough.,42,0.4007208326071614,0.8854883470718912,2.0,1.0
683802,683798,2017-11-23 13:49:23+00:00,"Ce qui devait être une blague au départ, devient sérieux grâce à vous. 😂",Non plus.,115,0.44352966611634026,0.8271749669127193,3.0,1.0
686762,686654,2017-11-23 14:04:49+00:00,Found the answer... wrong code! Should be GIFTBOOK17 not GIFTBOOK2017 :-),. @283974 figured it out. The code should have been GIFTBOOK17 rather than GIFTBOOK2017. Thanks for your help tho :),-1,0.7006476963962238,0.7262619683484833,1.0,1.0
698734,698740,2017-10-13 02:29:21+00:00,I've ordered music three times from Amazon and this is the second time it is going to be late. Third parties are more punctual.,Nope. Same as always.,115,0.11455307323898356,0.6282690192843865,9.0,1.0
704392,704403,2017-11-23 18:58:21+00:00,"Era hoy, ahora es mañana, pero como he dicho no voy a perder un día entero esperando, si hay suerte bien, si no se cancela el pedido.",Si cancelo por supuesto. Las redes sociales son muy útiles para esto 😉😬,42,0.49496553914047425,0.738155298635762,1.0,1.0
704400,704403,2017-11-25 16:22:07+00:00,No porqué es un 902. Si se marca un 902 el usuario paga el coste íntegro de la llamada. No estoy dispuesto a financiar la incapacidad/ineptitud de la empresa de transporte. Ya es lo último 😬😬,"Otra vez? 😬😬 Cada día lo hemos hecho, no me espero que desde Twitter se me arregle el problema, simplemente dejo constancia del mismo, eso los usuarios de las redes sociales lo apreciamos, valoramos y tenemos en cuenta (mucho) para próximas compras 😁",42,0.5268784751549805,0.6896188210917342,1.0,1.0
718352,718353,2017-11-25 08:28:07+00:00,Not sure why he could've had asked for the screenshot first instead of lying to me to make me think it's my fault.,*couldn't have,115,0.018718144658601117,0.6388984358151506,21.0,1.0
725240,725233,2017-10-12 05:02:40+00:00,What happened to my complaint,Not satisfied..,115,0.30686518937554486,0.5920750279740031,5.0,1.0
725254,725247,2017-10-15 05:07:42+00:00,get lost,"your pathetic service and low responses,,I thing in this concern i have not asked for any compensation in social media..",42,0.4150753033508657,0.4750496448846677,4.0,1.0
725255,725247,2017-10-15 05:08:20+00:00,"And really i will nver buy from amazon. Jabong is best customer service , And strong social media & higher management team.",. YOUR ARE JUST WORST,-1,0.1335638489854969,0.4694793860023552,8.0,1.0
726964,726961,2017-10-12 07:38:09+00:00,"I am waiting,I sincerely hope you would honor My request,I have been loyal Amazon customer and I hope you guys will not drive me away",You can send me the invite @__email__,-1,0.6051054781923088,0.8735509500473055,1.0,1.0
